,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151
2014-09-29,ABCB4 BZ Equity,ABEV3 BZ Equity,ALLL3 BZ Equity,ALPA4 BZ Equity,ALSC3 BZ Equity,ALUP11 BZ Equity,AMAR3 BZ Equity,ANIM3 BZ Equity,APER3 BZ Equity,ARTR3 BZ Equity,ARZZ3 BZ Equity,B3SA3 BZ Equity,BBAS3 BZ Equity,BBDC3 BZ Equity,BBDC4 BZ Equity,BBRK3 BZ Equity,BBSE3 BZ Equity,BEEF3 BZ Equity,BISA3 BZ Equity,BPHA3 BZ Equity,BRAP4 BZ Equity,BRFS3 BZ Equity,BRKM5 BZ Equity,BRML3 BZ Equity,BRPR3 BZ Equity,BRSR6 BZ Equity,BTOW3 BZ Equity,CCRO3 BZ Equity,CESP6 BZ Equity,CIEL3 BZ Equity,CMIG4 BZ Equity,COGN3 BZ Equity,CPFE3 BZ Equity,CPLE6 BZ Equity,CRUZ3 BZ Equity,CSAN3 BZ Equity,CSMG3 BZ Equity,CSNA3 BZ Equity,CTIP3 BZ Equity,CVCB3 BZ Equity,CYRE3 BZ Equity,DASA3 BZ Equity,DIRR3 BZ Equity,DTEX3 BZ Equity,ECOR3 BZ Equity,EGIE3 BZ Equity,ELET3 BZ Equity,ELET6 BZ Equity,ELPL4 BZ Equity,EMBR3 BZ Equity,ENAT3 BZ Equity,ENBR3 BZ Equity,ENEV3 BZ Equity,EQTL3 BZ Equity,EVEN3 BZ Equity,EZTC3 BZ Equity,FIBR3 BZ Equity,FLRY3 BZ Equity,GETI3 BZ Equity,GETI4 BZ Equity,GFSA3 BZ Equity,GGBR4 BZ Equity,GOAU4 BZ Equity,GOLL4 BZ Equity,GRND3 BZ Equity,HBOR3 BZ Equity,HGTX3 BZ Equity,HYPE3 BZ Equity,IGTA3 BZ Equity,ITSA4 BZ Equity,ITUB3 BZ Equity,ITUB4 BZ Equity,JBSS3 BZ Equity,JHSF3 BZ Equity,JSLG3 BZ Equity,KLBN11 BZ Equity,LAME3 BZ Equity,LAME4 BZ Equity,LEVE3 BZ Equity,LIGT3 BZ Equity,LINX3 BZ Equity,LPSB3 BZ Equity,LREN3 BZ Equity,MDIA3 BZ Equity,MEAL3 BZ Equity,MGLU3 BZ Equity,MILS3 BZ Equity,MMXM3 BZ Equity,MPLU3 BZ Equity,MRFG3 BZ Equity,MRVE3 BZ Equity,MULT3 BZ Equity,MYPK3 BZ Equity,NATU3 BZ Equity,ODPV3 BZ Equity,OIBR3 BZ Equity,OIBR4 BZ Equity,PCAR4 BZ Equity,PDGR3 BZ Equity,PETR3 BZ Equity,PETR4 BZ Equity,POMO4 BZ Equity,PRIO3 BZ Equity,PRML3 BZ Equity,PSSA3 BZ Equity,QUAL3 BZ Equity,RADL3 BZ Equity,RAPT4 BZ Equity,RENT3 BZ Equity,RSID3 BZ Equity,SANB11 BZ Equity,SBSP3 BZ Equity,SEDU3 BZ Equity,SEER3 BZ Equity,SLCE3 BZ Equity,SLED4 BZ Equity,SMLS3 BZ Equity,SMTO3 BZ Equity,STBP11 BZ Equity,SULA11 BZ Equity,SUZB5 BZ Equity,TAEE11 BZ Equity,TCSA3 BZ Equity,TESA3 BZ Equity,TGMA3 BZ Equity,TIMP3 BZ Equity,TOTS3 BZ Equity,TRPL4 BZ Equity,TUPY3 BZ Equity,UGPA3 BZ Equity,USIM3 BZ Equity,USIM5 BZ Equity,VALE3 BZ Equity,VALE5 BZ Equity,VIVT4 BZ Equity,VLID3 BZ Equity,VVAR11 BZ Equity,WEGE3 BZ Equity,YDUQ3 BZ Equity,,,,,,,,,,,,,
2014-10-01,ABCB4 BZ Equity,ABEV3 BZ Equity,ALLL3 BZ Equity,ALPA4 BZ Equity,ALSC3 BZ Equity,ALUP11 BZ Equity,AMAR3 BZ Equity,ANIM3 BZ Equity,APER3 BZ Equity,ARTR3 BZ Equity,ARZZ3 BZ Equity,B3SA3 BZ Equity,BBAS3 BZ Equity,BBDC3 BZ Equity,BBDC4 BZ Equity,BBRK3 BZ Equity,BBSE3 BZ Equity,BEEF3 BZ Equity,BISA3 BZ Equity,BPHA3 BZ Equity,BRAP4 BZ Equity,BRFS3 BZ Equity,BRKM5 BZ Equity,BRML3 BZ Equity,BRPR3 BZ Equity,BRSR6 BZ Equity,BTOW3 BZ Equity,CCRO3 BZ Equity,CESP6 BZ Equity,CIEL3 BZ Equity,CMIG4 BZ Equity,COGN3 BZ Equity,CPFE3 BZ Equity,CPLE6 BZ Equity,CRUZ3 BZ Equity,CSAN3 BZ Equity,CSMG3 BZ Equity,CSNA3 BZ Equity,CTIP3 BZ Equity,CVCB3 BZ Equity,CYRE3 BZ Equity,DASA3 BZ Equity,DIRR3 BZ Equity,DTEX3 BZ Equity,ECOR3 BZ Equity,EGIE3 BZ Equity,ELET3 BZ Equity,ELET6 BZ Equity,ELPL4 BZ Equity,EMBR3 BZ Equity,ENAT3 BZ Equity,ENBR3 BZ Equity,ENEV3 BZ Equity,EQTL3 BZ Equity,EVEN3 BZ Equity,EZTC3 BZ Equity,FIBR3 BZ Equity,FLRY3 BZ Equity,GETI3 BZ Equity,GETI4 BZ Equity,GFSA3 BZ Equity,GGBR4 BZ Equity,GOAU4 BZ Equity,GOLL4 BZ Equity,GRND3 BZ Equity,HBOR3 BZ Equity,HGTX3 BZ Equity,HYPE3 BZ Equity,IGTA3 BZ Equity,ITSA4 BZ Equity,ITUB3 BZ Equity,ITUB4 BZ Equity,JBSS3 BZ Equity,JHSF3 BZ Equity,JSLG3 BZ Equity,KLBN11 BZ Equity,LAME3 BZ Equity,LAME4 BZ Equity,LEVE3 BZ Equity,LIGT3 BZ Equity,LINX3 BZ Equity,LPSB3 BZ Equity,LREN3 BZ Equity,MDIA3 BZ Equity,MEAL3 BZ Equity,MGLU3 BZ Equity,MILS3 BZ Equity,MMXM3 BZ Equity,MPLU3 BZ Equity,MRFG3 BZ Equity,MRVE3 BZ Equity,MULT3 BZ Equity,MYPK3 BZ Equity,NATU3 BZ Equity,ODPV3 BZ Equity,OIBR3 BZ Equity,OIBR4 BZ Equity,PCAR4 BZ Equity,PDGR3 BZ Equity,PETR3 BZ Equity,PETR4 BZ Equity,POMO4 BZ Equity,PRIO3 BZ Equity,PRML3 BZ Equity,PSSA3 BZ Equity,QUAL3 BZ Equity,RADL3 BZ Equity,RAPT4 BZ Equity,RENT3 BZ Equity,RSID3 BZ Equity,SANB11 BZ Equity,SBSP3 BZ Equity,SEDU3 BZ Equity,SEER3 BZ Equity,SLCE3 BZ Equity,SLED4 BZ Equity,SMLS3 BZ Equity,SMTO3 BZ Equity,STBP11 BZ Equity,SULA11 BZ Equity,SUZB5 BZ Equity,TAEE11 BZ Equity,TCSA3 BZ Equity,TESA3 BZ Equity,TGMA3 BZ Equity,TIMP3 BZ Equity,TOTS3 BZ Equity,TRPL4 BZ Equity,TUPY3 BZ Equity,UGPA3 BZ Equity,USIM3 BZ Equity,USIM5 BZ Equity,VALE3 BZ Equity,VALE5 BZ Equity,VIVT4 BZ Equity,VLID3 BZ Equity,VVAR11 BZ Equity,WEGE3 BZ Equity,YDUQ3 BZ Equity,,,,,,,,,,,,,
2014-11-03,ABCB4 BZ Equity,ABEV3 BZ Equity,ALLL3 BZ Equity,ALPA4 BZ Equity,ALSC3 BZ Equity,ALUP11 BZ Equity,AMAR3 BZ Equity,ANIM3 BZ Equity,APER3 BZ Equity,ARTR3 BZ Equity,ARZZ3 BZ Equity,B3SA3 BZ Equity,BBAS3 BZ Equity,BBDC3 BZ Equity,BBDC4 BZ Equity,BBRK3 BZ Equity,BBSE3 BZ Equity,BEEF3 BZ Equity,BISA3 BZ Equity,BPHA3 BZ Equity,BRAP4 BZ Equity,BRFS3 BZ Equity,BRKM5 BZ Equity,BRML3 BZ Equity,BRPR3 BZ Equity,BRSR6 BZ Equity,BTOW3 BZ Equity,CCRO3 BZ Equity,CESP6 BZ Equity,CIEL3 BZ Equity,CMIG4 BZ Equity,COGN3 BZ Equity,CPFE3 BZ Equity,CPLE6 BZ Equity,CRUZ3 BZ Equity,CSAN3 BZ Equity,CSMG3 BZ Equity,CSNA3 BZ Equity,CTIP3 BZ Equity,CVCB3 BZ Equity,CYRE3 BZ Equity,DASA3 BZ Equity,DIRR3 BZ Equity,DTEX3 BZ Equity,ECOR3 BZ Equity,EGIE3 BZ Equity,ELET3 BZ Equity,ELET6 BZ Equity,ELPL4 BZ Equity,EMBR3 BZ Equity,ENAT3 BZ Equity,ENBR3 BZ Equity,ENEV3 BZ Equity,EQTL3 BZ Equity,EVEN3 BZ Equity,EZTC3 BZ Equity,FIBR3 BZ Equity,FLRY3 BZ Equity,GETI3 BZ Equity,GETI4 BZ Equity,GFSA3 BZ Equity,GGBR4 BZ Equity,GOAU4 BZ Equity,GOLL4 BZ Equity,GRND3 BZ Equity,HBOR3 BZ Equity,HGTX3 BZ Equity,HYPE3 BZ Equity,IGTA3 BZ Equity,ITSA4 BZ Equity,ITUB3 BZ Equity,ITUB4 BZ Equity,JBSS3 BZ Equity,JHSF3 BZ Equity,JSLG3 BZ Equity,KLBN11 BZ Equity,LAME3 BZ Equity,LAME4 BZ Equity,LEVE3 BZ Equity,LIGT3 BZ Equity,LINX3 BZ Equity,LPSB3 BZ Equity,LREN3 BZ Equity,MDIA3 BZ Equity,MEAL3 BZ Equity,MGLU3 BZ Equity,MILS3 BZ Equity,MMXM3 BZ Equity,MPLU3 BZ Equity,MRFG3 BZ Equity,MRVE3 BZ Equity,MULT3 BZ Equity,MYPK3 BZ Equity,NATU3 BZ Equity,ODPV3 BZ Equity,OIBR3 BZ Equity,OIBR4 BZ Equity,PCAR4 BZ Equity,PDGR3 BZ Equity,PETR3 BZ Equity,PETR4 BZ Equity,POMO4 BZ Equity,PRIO3 BZ Equity,PRML3 BZ Equity,PSSA3 BZ Equity,QUAL3 BZ Equity,RADL3 BZ Equity,RAPT4 BZ Equity,RENT3 BZ Equity,RLOG3 BZ Equity,RSID3 BZ Equity,SANB11 BZ Equity,SBSP3 BZ Equity,SEDU3 BZ Equity,SEER3 BZ Equity,SLCE3 BZ Equity,SLED4 BZ Equity,SMLS3 BZ Equity,SMTO3 BZ Equity,STBP11 BZ Equity,SULA11 BZ Equity,SUZB5 BZ Equity,TAEE11 BZ Equity,TCSA3 BZ Equity,TESA3 BZ Equity,TGMA3 BZ Equity,TIMP3 BZ Equity,TOTS3 BZ Equity,TRPL4 BZ Equity,TUPY3 BZ Equity,UGPA3 BZ Equity,USIM3 BZ Equity,USIM5 BZ Equity,VALE3 BZ Equity,VALE5 BZ Equity,VIVT4 BZ Equity,VLID3 BZ Equity,VVAR11 BZ Equity,WEGE3 BZ Equity,YDUQ3 BZ Equity,,,,,,,,,,,,
2014-12-01,ABCB4 BZ Equity,ABEV3 BZ Equity,ALLL3 BZ Equity,ALPA4 BZ Equity,ALSC3 BZ Equity,ALUP11 BZ Equity,AMAR3 BZ Equity,ANIM3 BZ Equity,APER3 BZ Equity,ARTR3 BZ Equity,ARZZ3 BZ Equity,B3SA3 BZ Equity,BBAS3 BZ Equity,BBDC3 BZ Equity,BBDC4 BZ Equity,BBRK3 BZ Equity,BBSE3 BZ Equity,BEEF3 BZ Equity,BISA3 BZ Equity,BPHA3 BZ Equity,BRAP4 BZ Equity,BRFS3 BZ Equity,BRKM5 BZ Equity,BRML3 BZ Equity,BRPR3 BZ Equity,BRSR6 BZ Equity,BTOW3 BZ Equity,CCRO3 BZ Equity,CESP6 BZ Equity,CIEL3 BZ Equity,CMIG4 BZ Equity,COGN3 BZ Equity,CPFE3 BZ Equity,CPLE6 BZ Equity,CRUZ3 BZ Equity,CSAN3 BZ Equity,CSMG3 BZ Equity,CSNA3 BZ Equity,CTIP3 BZ Equity,CVCB3 BZ Equity,CYRE3 BZ Equity,DASA3 BZ Equity,DIRR3 BZ Equity,DTEX3 BZ Equity,ECOR3 BZ Equity,EGIE3 BZ Equity,ELET3 BZ Equity,ELET6 BZ Equity,ELPL4 BZ Equity,EMBR3 BZ Equity,ENAT3 BZ Equity,ENBR3 BZ Equity,ENEV3 BZ Equity,EQTL3 BZ Equity,EVEN3 BZ Equity,EZTC3 BZ Equity,FIBR3 BZ Equity,FLRY3 BZ Equity,GETI3 BZ Equity,GETI4 BZ Equity,GFSA3 BZ Equity,GGBR4 BZ Equity,GOAU4 BZ Equity,GOLL4 BZ Equity,GRND3 BZ Equity,HBOR3 BZ Equity,HGTX3 BZ Equity,HYPE3 BZ Equity,IGTA3 BZ Equity,ITSA4 BZ Equity,ITUB3 BZ Equity,ITUB4 BZ Equity,JBSS3 BZ Equity,JHSF3 BZ Equity,JSLG3 BZ Equity,KLBN11 BZ Equity,LAME3 BZ Equity,LAME4 BZ Equity,LEVE3 BZ Equity,LIGT3 BZ Equity,LINX3 BZ Equity,LPSB3 BZ Equity,LREN3 BZ Equity,MDIA3 BZ Equity,MEAL3 BZ Equity,MGLU3 BZ Equity,MILS3 BZ Equity,MMXM3 BZ Equity,MPLU3 BZ Equity,MRFG3 BZ Equity,MRVE3 BZ Equity,MULT3 BZ Equity,MYPK3 BZ Equity,NATU3 BZ Equity,ODPV3 BZ Equity,OIBR3 BZ Equity,OIBR4 BZ Equity,PCAR4 BZ Equity,PDGR3 BZ Equity,PETR3 BZ Equity,PETR4 BZ Equity,POMO4 BZ Equity,PRIO3 BZ Equity,PRML3 BZ Equity,PSSA3 BZ Equity,QUAL3 BZ Equity,RADL3 BZ Equity,RAPT4 BZ Equity,RENT3 BZ Equity,RLOG3 BZ Equity,RSID3 BZ Equity,SANB11 BZ Equity,SBSP3 BZ Equity,SEDU3 BZ Equity,SEER3 BZ Equity,SLCE3 BZ Equity,SLED4 BZ Equity,SMLS3 BZ Equity,SMTO3 BZ Equity,STBP11 BZ Equity,SULA11 BZ Equity,SUZB5 BZ Equity,TAEE11 BZ Equity,TCSA3 BZ Equity,TESA3 BZ Equity,TGMA3 BZ Equity,TIMP3 BZ Equity,TOTS3 BZ Equity,TRPL4 BZ Equity,TUPY3 BZ Equity,UGPA3 BZ Equity,USIM3 BZ Equity,USIM5 BZ Equity,VALE3 BZ Equity,VALE5 BZ Equity,VIVT4 BZ Equity,VLID3 BZ Equity,VVAR11 BZ Equity,WEGE3 BZ Equity,YDUQ3 BZ Equity,,,,,,,,,,,,
2015-01-02,ABCB4 BZ Equity,ABEV3 BZ Equity,ALLL3 BZ Equity,ALPA4 BZ Equity,ALSC3 BZ Equity,ALUP11 BZ Equity,AMAR3 BZ Equity,ANIM3 BZ Equity,APER3 BZ Equity,ARTR3 BZ Equity,ARZZ3 BZ Equity,B3SA3 BZ Equity,BBAS3 BZ Equity,BBDC3 BZ Equity,BBDC4 BZ Equity,BBRK3 BZ Equity,BBSE3 BZ Equity,BEEF3 BZ Equity,BPHA3 BZ Equity,BRAP4 BZ Equity,BRFS3 BZ Equity,BRKM5 BZ Equity,BRML3 BZ Equity,BRPR3 BZ Equity,BRSR6 BZ Equity,BTOW3 BZ Equity,CCRO3 BZ Equity,CESP6 BZ Equity,CIEL3 BZ Equity,CMIG4 BZ Equity,COGN3 BZ Equity,CPFE3 BZ Equity,CPLE6 BZ Equity,CRUZ3 BZ Equity,CSAN3 BZ Equity,CSMG3 BZ Equity,CSNA3 BZ Equity,CTIP3 BZ Equity,CVCB3 BZ Equity,CYRE3 BZ Equity,DASA3 BZ Equity,DIRR3 BZ Equity,DTEX3 BZ Equity,ECOR3 BZ Equity,EGIE3 BZ Equity,ELET3 BZ Equity,ELET6 BZ Equity,ELPL4 BZ Equity,EMBR3 BZ Equity,ENAT3 BZ Equity,ENBR3 BZ Equity,EQTL3 BZ Equity,EVEN3 BZ Equity,EZTC3 BZ Equity,FIBR3 BZ Equity,FLRY3 BZ Equity,GETI3 BZ Equity,GETI4 BZ Equity,GFSA3 BZ Equity,GGBR4 BZ Equity,GOAU4 BZ Equity,GOLL4 BZ Equity,GRND3 BZ Equity,HBOR3 BZ Equity,HGTX3 BZ Equity,HYPE3 BZ Equity,IGTA3 BZ Equity,ITSA4 BZ Equity,ITUB3 BZ Equity,ITUB4 BZ Equity,JBSS3 BZ Equity,JHSF3 BZ Equity,JSLG3 BZ Equity,KLBN11 BZ Equity,LAME3 BZ Equity,LAME4 BZ Equity,LEVE3 BZ Equity,LIGT3 BZ Equity,LINX3 BZ Equity,LPSB3 BZ Equity,LREN3 BZ Equity,MDIA3 BZ Equity,MEAL3 BZ Equity,MGLU3 BZ Equity,MILS3 BZ Equity,MMXM3 BZ Equity,MPLU3 BZ Equity,MRFG3 BZ Equity,MRVE3 BZ Equity,MULT3 BZ Equity,MYPK3 BZ Equity,NATU3 BZ Equity,ODPV3 BZ Equity,OIBR3 BZ Equity,OIBR4 BZ Equity,PCAR4 BZ Equity,PDGR3 BZ Equity,PETR3 BZ Equity,PETR4 BZ Equity,POMO4 BZ Equity,PRIO3 BZ Equity,PRML3 BZ Equity,PSSA3 BZ Equity,QUAL3 BZ Equity,RADL3 BZ Equity,RAPT4 BZ Equity,RENT3 BZ Equity,RLOG3 BZ Equity,RSID3 BZ Equity,SANB11 BZ Equity,SBSP3 BZ Equity,SEDU3 BZ Equity,SEER3 BZ Equity,SLCE3 BZ Equity,SLED4 BZ Equity,SMLS3 BZ Equity,SMTO3 BZ Equity,STBP11 BZ Equity,SULA11 BZ Equity,SUZB5 BZ Equity,TAEE11 BZ Equity,TCSA3 BZ Equity,TESA3 BZ Equity,TGMA3 BZ Equity,TIMP3 BZ Equity,TOTS3 BZ Equity,TRPL4 BZ Equity,TUPY3 BZ Equity,UGPA3 BZ Equity,USIM3 BZ Equity,USIM5 BZ Equity,VALE3 BZ Equity,VALE5 BZ Equity,VIVT4 BZ Equity,VLID3 BZ Equity,VVAR11 BZ Equity,WEGE3 BZ Equity,YDUQ3 BZ Equity,,,,,,,,,,,,,,
2015-02-02,ABCB4 BZ Equity,ABEV3 BZ Equity,ALLL3 BZ Equity,ALPA4 BZ Equity,ALSC3 BZ Equity,ALUP11 BZ Equity,AMAR3 BZ Equity,ANIM3 BZ Equity,APER3 BZ Equity,ARTR3 BZ Equity,ARZZ3 BZ Equity,B3SA3 BZ Equity,BBAS3 BZ Equity,BBDC3 BZ Equity,BBDC4 BZ Equity,BBRK3 BZ Equity,BBSE3 BZ Equity,BEEF3 BZ Equity,BPHA3 BZ Equity,BRAP4 BZ Equity,BRFS3 BZ Equity,BRKM5 BZ Equity,BRML3 BZ Equity,BRPR3 BZ Equity,BRSR6 BZ Equity,BTOW3 BZ Equity,CCRO3 BZ Equity,CESP6 BZ Equity,CIEL3 BZ Equity,CMIG4 BZ Equity,COGN3 BZ Equity,CPFE3 BZ Equity,CPLE6 BZ Equity,CRUZ3 BZ Equity,CSAN3 BZ Equity,CSMG3 BZ Equity,CSNA3 BZ Equity,CTIP3 BZ Equity,CVCB3 BZ Equity,CYRE3 BZ Equity,DIRR3 BZ Equity,DTEX3 BZ Equity,ECOR3 BZ Equity,EGIE3 BZ Equity,ELET3 BZ Equity,ELET6 BZ Equity,ELPL4 BZ Equity,EMBR3 BZ Equity,ENAT3 BZ Equity,ENBR3 BZ Equity,EQTL3 BZ Equity,EVEN3 BZ Equity,EZTC3 BZ Equity,FIBR3 BZ Equity,FLRY3 BZ Equity,GETI3 BZ Equity,GETI4 BZ Equity,GFSA3 BZ Equity,GGBR4 BZ Equity,GOAU4 BZ Equity,GOLL4 BZ Equity,GRND3 BZ Equity,HBOR3 BZ Equity,HGTX3 BZ Equity,HYPE3 BZ Equity,IGTA3 BZ Equity,ITSA4 BZ Equity,ITUB3 BZ Equity,ITUB4 BZ Equity,JBSS3 BZ Equity,KLBN11 BZ Equity,LAME3 BZ Equity,LAME4 BZ Equity,LEVE3 BZ Equity,LIGT3 BZ Equity,LINX3 BZ Equity,LPSB3 BZ Equity,LREN3 BZ Equity,MDIA3 BZ Equity,MEAL3 BZ Equity,MGLU3 BZ Equity,MILS3 BZ Equity,MPLU3 BZ Equity,MRFG3 BZ Equity,MRVE3 BZ Equity,MULT3 BZ Equity,MYPK3 BZ Equity,NATU3 BZ Equity,ODPV3 BZ Equity,OIBR3 BZ Equity,OIBR4 BZ Equity,PCAR4 BZ Equity,PDGR3 BZ Equity,PETR3 BZ Equity,PETR4 BZ Equity,POMO4 BZ Equity,PRIO3 BZ Equity,PSSA3 BZ Equity,QUAL3 BZ Equity,RADL3 BZ Equity,RAPT4 BZ Equity,RENT3 BZ Equity,RLOG3 BZ Equity,RSID3 BZ Equity,SANB11 BZ Equity,SBSP3 BZ Equity,SEDU3 BZ Equity,SEER3 BZ Equity,SLCE3 BZ Equity,SLED4 BZ Equity,SMLS3 BZ Equity,SMTO3 BZ Equity,STBP11 BZ Equity,SULA11 BZ Equity,SUZB5 BZ Equity,TAEE11 BZ Equity,TCSA3 BZ Equity,TESA3 BZ Equity,TGMA3 BZ Equity,TIMP3 BZ Equity,TOTS3 BZ Equity,TRPL4 BZ Equity,UGPA3 BZ Equity,USIM3 BZ Equity,USIM5 BZ Equity,VALE3 BZ Equity,VALE5 BZ Equity,VIVT4 BZ Equity,VLID3 BZ Equity,VVAR11 BZ Equity,WEGE3 BZ Equity,YDUQ3 BZ Equity,,,,,,,,,,,,,,,,,,,,
2015-03-02,ABCB4 BZ Equity,ABEV3 BZ Equity,ALLL3 BZ Equity,ALPA4 BZ Equity,ALSC3 BZ Equity,ALUP11 BZ Equity,AMAR3 BZ Equity,ANIM3 BZ Equity,APER3 BZ Equity,ARTR3 BZ Equity,ARZZ3 BZ Equity,B3SA3 BZ Equity,BBAS3 BZ Equity,BBDC3 BZ Equity,BBDC4 BZ Equity,BBRK3 BZ Equity,BBSE3 BZ Equity,BEEF3 BZ Equity,BPHA3 BZ Equity,BRAP4 BZ Equity,BRFS3 BZ Equity,BRKM5 BZ Equity,BRML3 BZ Equity,BRPR3 BZ Equity,BRSR6 BZ Equity,BTOW3 BZ Equity,CCRO3 BZ Equity,CESP6 BZ Equity,CIEL3 BZ Equity,CMIG4 BZ Equity,COGN3 BZ Equity,CPFE3 BZ Equity,CPLE6 BZ Equity,CRUZ3 BZ Equity,CSAN3 BZ Equity,CSMG3 BZ Equity,CSNA3 BZ Equity,CTIP3 BZ Equity,CVCB3 BZ Equity,CYRE3 BZ Equity,DIRR3 BZ Equity,DTEX3 BZ Equity,ECOR3 BZ Equity,EGIE3 BZ Equity,ELET3 BZ Equity,ELET6 BZ Equity,ELPL4 BZ Equity,EMBR3 BZ Equity,ENAT3 BZ Equity,ENBR3 BZ Equity,EQTL3 BZ Equity,EVEN3 BZ Equity,EZTC3 BZ Equity,FIBR3 BZ Equity,FLRY3 BZ Equity,GETI3 BZ Equity,GETI4 BZ Equity,GFSA3 BZ Equity,GGBR4 BZ Equity,GOAU4 BZ Equity,GOLL4 BZ Equity,GRND3 BZ Equity,HBOR3 BZ Equity,HGTX3 BZ Equity,HYPE3 BZ Equity,IGTA3 BZ Equity,ITSA4 BZ Equity,ITUB3 BZ Equity,ITUB4 BZ Equity,JBSS3 BZ Equity,KLBN11 BZ Equity,LAME3 BZ Equity,LAME4 BZ Equity,LEVE3 BZ Equity,LIGT3 BZ Equity,LINX3 BZ Equity,LPSB3 BZ Equity,LREN3 BZ Equity,MDIA3 BZ Equity,MEAL3 BZ Equity,MGLU3 BZ Equity,MILS3 BZ Equity,MPLU3 BZ Equity,MRFG3 BZ Equity,MRVE3 BZ Equity,MULT3 BZ Equity,MYPK3 BZ Equity,NATU3 BZ Equity,ODPV3 BZ Equity,OIBR3 BZ Equity,OIBR4 BZ Equity,PCAR4 BZ Equity,PDGR3 BZ Equity,PETR3 BZ Equity,PETR4 BZ Equity,POMO4 BZ Equity,PRIO3 BZ Equity,PSSA3 BZ Equity,QUAL3 BZ Equity,RADL3 BZ Equity,RAPT4 BZ Equity,RENT3 BZ Equity,RLOG3 BZ Equity,RSID3 BZ Equity,SANB11 BZ Equity,SBSP3 BZ Equity,SEDU3 BZ Equity,SEER3 BZ Equity,SLCE3 BZ Equity,SLED4 BZ Equity,SMLS3 BZ Equity,SMTO3 BZ Equity,STBP11 BZ Equity,SULA11 BZ Equity,SUZB5 BZ Equity,TAEE11 BZ Equity,TCSA3 BZ Equity,TESA3 BZ Equity,TGMA3 BZ Equity,TIMP3 BZ Equity,TOTS3 BZ Equity,TRPL4 BZ Equity,UGPA3 BZ Equity,USIM3 BZ Equity,USIM5 BZ Equity,VALE3 BZ Equity,VALE5 BZ Equity,VIVT4 BZ Equity,VLID3 BZ Equity,VVAR11 BZ Equity,WEGE3 BZ Equity,YDUQ3 BZ Equity,,,,,,,,,,,,,,,,,,,,
